"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YOL023W",50.8832755371188,0.107047129486438,0.176948701722313,0.494670742030839,0.668251460108235
"YBR114W",93.915898094861,0.0997252325622277,0.16111863313821,0.495127490275471,0.668404955687191
"YCR009C",241.049832752615,0.0835699349388044,0.130172374599938,0.494970743278674,0.668404955687191
"YIL022W",290.430027277749,0.123287979171666,0.218280271683021,0.495015641227006,0.668404955687191
"YOL077W-A",51.0945811485118,0.0967951425846794,0.155648931755005,0.495807113019545,0.669167844915986
"YMR150C",65.4356393536531,0.11406626754371,0.193124069453515,0.496034541809296,0.669320217578741
"YDL122W",211.023741069128,-0.106562480592146,0.177250767760128,0.496521436105638,0.669667960443423
"YDR038C",26.6588372156237,0.120523466588745,0.211837937527056,0.496499154524888,0.669667960443423
"YBL035C",30.286636613397,0.109379555533751,0.183156735068555,0.496754253960913,0.66967286277914
"YML072C",405.493713383865,-0.0964162289090046,0.155868791505701,0.496729695397422,0.66967286277914
"YOR067C",115.089867603625,-0.0889302536184504,0.14118500508281,0.496919160978074,0.669740677296094
"YDR511W",39.8891733601312,0.126575940038304,0.234408924419555,0.497301585961596,0.670101560608615
"YDL089W",49.1759684453858,0.11599780050322,0.200589101558793,0.497486817323603,0.67019662527412
"YPL178W",173.387948997255,-0.121681175589013,0.218738429851137,0.497743991977226,0.670388543239205
"YCL004W",32.7942345665024,-0.116250123323802,0.201075612035684,0.498233234383141,0.670577607879307
"YGR006W",22.1778924740433,0.115451561901975,0.198990960790035,0.498295366161157,0.670577607879307
"YIL023C",147.514639409194,-0.117931994077234,0.20768382348741,0.498066296599663,0.670577607879307
"YNL122C",24.9926304571145,-0.125927812609198,0.234891526143229,0.498343352330566,0.670577607879307
"YPL048W",650.265604003085,0.105362594182803,0.175293677839682,0.49886375442443,0.671123338134523
"snR70",12.1890327975679,0.129964992331425,0.252179681552566,0.499433875526312,0.671362347170727
"YBR022W",34.1938094685112,-0.117745926394462,0.207499473750161,0.499300143616702,0.671362347170727
"YGR248W",106.255596903761,0.114839570008541,0.19835259076504,0.499424073533942,0.671362347170727
"YHR167W",17.7636953651198,-0.125562085464073,0.234709338412537,0.499500938654743,0.671362347170727
"YGL001C",216.048334472425,-0.117662426069115,0.21400505271526,0.499984391442205,0.671766393371112
"YGL197W",180.356344064629,0.0963959900241089,0.156344836920954,0.500146402730614,0.671766393371112
"YKR064W",60.0125430906267,0.117385906357335,0.204695469947752,0.500038250434248,0.671766393371112
"YLR178C",196.448638634746,0.1188836687815,0.212201869292828,0.500317416548815,0.671841677920789
"YOR251C",121.280456966345,-0.103858797606271,0.173937935212261,0.501022757650004,0.672634274226194
"YHL006C",21.5571694975151,0.129439495829026,0.254838750789277,0.501287640470133,0.67283531715835
"YBL059C-A",32.3713229277547,0.10898219163527,0.185780754266072,0.501900509326788,0.672885197638391
"YCR052W",205.493659969649,0.108605354769194,0.183776732181703,0.501526262642775,0.672885197638391
"YER016W",154.796004517036,0.0907575293292497,0.147064914076744,0.501820498721148,0.672885197638391
"YGL122C",365.262223276185,-0.103609443549848,0.173519618297351,0.501599823167571,0.672885197638391
"YHR073W",218.760556219201,0.0752334296310907,0.117513343064005,0.50174989368066,0.672885197638391
"YHR043C",148.606961801179,-0.0944055245381173,0.154513844686042,0.502319858311977,0.673292947700733
"YDL158C",9.50687855057983,-0.131310049947772,0.299489280792117,0.502448160986086,0.673310491355809
"YNL018C",3.21076336718366,-0.120580455541454,0.337018292703151,0.502817139157675,0.67365047254412
"YNL317W",75.0550783208512,0.123208227888598,0.226119019815495,0.503108425453391,0.673886233864226
"YOR138C",168.398467802783,-0.0878821428948108,0.142040418732071,0.503461528105359,0.674179391581616
"YOR323C",291.916079141477,-0.112866202666149,0.197534731383172,0.503558015786063,0.674179391581616
"YJL204C",38.051098048165,0.114597923366167,0.20001971366091,0.503919996592051,0.674509496125503
"YPR201W",9.85009518967916,-0.130275826868365,0.271487247893186,0.504149008731147,0.674661508363825
"YNL330C",188.821570766944,0.062610187030363,0.0969050093113156,0.504341012894376,0.674763937581211
"YOL045W",115.109838035357,-0.0893502188323146,0.145049914306915,0.504724123545737,0.675121945067816
"YGR184C",219.251655333211,0.0700240715916673,0.10945474302911,0.505262293595057,0.675548340859733
"YMR100W",84.437759405654,-0.0906542719736853,0.147487807697255,0.505274092727223,0.675548340859733
"snR36",2.75211782461315,0.121302415743525,0.33940760700992,0.505914662301044,0.676232440673069
"YGL006W",348.19166756753,0.0937378161081579,0.153787412935222,0.506017190804814,0.676232440673069
"YJL201W",68.9322986764936,0.118512147099321,0.214465043572865,0.506176713954933,0.676236502270578
"YMR227C",87.6814955799352,0.112853181488469,0.196931568332321,0.506251659382919,0.676236502270578
"YBR111W-A",36.896448149769,0.127677028018787,0.251431810992699,0.506807806355697,0.676637330757499
"YIL001W",25.6576555198257,0.121668497392395,0.22434466885973,0.506899081802931,0.676637330757499
"YKL106W",53.3803855922515,0.0952544887096214,0.157352833709278,0.506883280109079,0.676637330757499
"snR76",4.36961968270187,-0.125780725553791,0.324540316637469,0.507857278007187,0.677606833943835
"YKL055C",7.44504494634534,-0.130628725532434,0.291518570875469,0.507766007774737,0.677606833943835
"YCR054C",16.1206896042563,0.129069959037635,0.257804728604817,0.508026319079867,0.67767765549024
"YLR367W",479.692563177156,0.0800280602330667,0.128351464324316,0.508211706458083,0.67777024476062
"YBR106W",906.091075847426,-0.128667937380473,0.263413499177196,0.508830459082173,0.678054858175962
"YDR524C",77.2365283153321,-0.098475729874178,0.165904749750452,0.509159837295438,0.678054858175962
"YFL017W-A",32.5490746787664,0.112678163999603,0.198784662844443,0.508791357228155,0.678054858175962
"YHL007C",164.959045352722,-0.0875068677910331,0.142928184520868,0.509237298517162,0.678054858175962
"YHL024W",41.858855355482,-0.0983069613228551,0.165726168346253,0.508641921093756,0.678054858175962
"YHR115C",87.4027163158995,0.094938087335099,0.157301440983146,0.50895951194716,0.678054858175962
"YMR187C",16.6557512475695,-0.121905237583198,0.230222163976581,0.509066571051212,0.678054858175962
"YOR157C",287.896612580648,0.112255585057974,0.197946831241421,0.50998323707927,0.678893402617597
"YML036W",30.0492102025216,-0.116979220990918,0.213977238438732,0.510513016911093,0.679443878576275
"YDL028C",63.3140076189233,0.120736421912836,0.224813143086459,0.51075978636575,0.679519355269158
"YER062C",215.256124628002,-0.114967155516787,0.209379112729175,0.510863532365399,0.679519355269158
"YJR114W",3.18988616384751,-0.112233546811252,0.346569236842743,0.510918556990534,0.679519355269158
"YBR185C",45.7750409752342,-0.124532428449429,0.246836982457002,0.511246278857058,0.679800512773753
"YPL120W",28.2792059727915,0.104555187264672,0.17993904925485,0.511522446058564,0.680013006088773
"YBR047W",9.87000577944884,-0.128253309228085,0.278702500883501,0.512053601597774,0.680104688757663
"YDL092W",113.735630443771,0.104798114255405,0.181123880366826,0.512117087057405,0.680104688757663
"YER050C",84.8131145690526,0.0923720145935103,0.153739538299536,0.511837740726445,0.680104688757663
"YNL287W",342.370029092317,-0.0827972153151594,0.135493512905088,0.512173294870375,0.680104688757663
"YOR084W",79.8195039181957,0.109797161401753,0.194218091461598,0.512118095280262,0.680104688757663
"YJL052W",1108.28372141759,-0.128543487272334,0.295838272654941,0.512352742079243,0.680188419970717
"YJR100C",62.6173653095392,0.0911886134624895,0.151784175050801,0.512508049029969,0.680240072344115
"YCL012C",24.1552012089631,0.122531469878433,0.233109775249309,0.512757801232962,0.680417027794149
"YDL194W",85.3601306748089,0.0890954246463345,0.147748071839704,0.513263814537762,0.680819918312119
"YNL195C",24.1135124521554,-0.127374820814806,0.27667219993598,0.513294414798631,0.680819918312119
"YOR020W-A",69.5831182509828,0.12602502875518,0.25674013771338,0.513544919754619,0.680997619933287
"YDL019C",266.361881851714,0.108769788866313,0.192152071990313,0.514199680398073,0.681093139675054
"YDL107W",32.8553403340666,0.109036969740686,0.19340439113944,0.513752373301805,0.681093139675054
"YDR472W",72.2233843971816,0.109499272814355,0.193804925509592,0.513865822328741,0.681093139675054
"YHR109W",17.7970332786835,-0.126413571418081,0.257636249514631,0.514138490130336,0.681093139675054
"YOR135C",4.33149583358014,-0.119368252274001,0.336259555568266,0.514188920209222,0.681093139675054
"YOR008W-B",2.17996011153312,-0.10150122611348,0.358436573810831,0.514484544687232,0.681316038783636
"snR51",3.68727721687127,-0.120660592220719,0.331016692448932,0.515170206278696,0.682069480175057
"YNL299W",22.4677100582951,-0.126149719269654,0.310006322028565,0.515462500059641,0.682301891358673
"YIR011C",134.62386075851,-0.0800417714586452,0.13134950131973,0.515848868733251,0.682658693133405
"YDR438W",42.4401522556025,0.116373948870009,0.215629128240778,0.516542304477009,0.683266914296885
"YPR085C",45.7078433109806,-0.0991246248508767,0.171153468680882,0.516433148074804,0.683266914296885
"YLL009C",66.8982931807098,-0.107454909283445,0.192212132131765,0.516717134168118,0.683343501262385
"YOR266W",30.9078899572186,-0.108875497940729,0.196495316924901,0.516987122087512,0.683391255706723
"YPR200C",6.85585395469921,-0.126406521105961,0.293179681892075,0.516874705515077,0.683391255706723
"snR57",3.82386201947171,0.119206037622123,0.332181984981848,0.517108279585371,0.683396830822458
"YGL129C",79.8990936283541,0.111268802257883,0.201293778961464,0.517565074659346,0.683822059307347
"YKL058W",106.723326964864,-0.109396414680467,0.198405756664817,0.517664064061551,0.683822059307347
"YDR387C",97.9783614905643,0.0738809942242317,0.120271543175213,0.518092695521517,0.684132971561472
"YKL031W",5.11976191039632,0.125577029475396,0.311099311218945,0.51813356128184,0.684132971561472
"YMR066W",51.4301400289135,0.119062854253309,0.226528544440415,0.518316472098431,0.684219892239266
"YPL010W",137.540680473159,-0.103769259977128,0.18424192644634,0.5184517927923,0.684243965013144
"YBL003C",673.82438497762,0.12735234346157,0.28770557217757,0.518967469566188,0.684615325540588
"YLR142W",28.2756451915048,0.118047555569154,0.22641416916417,0.51894676274144,0.684615325540588
"YEL036C",257.875252041878,0.108336103796466,0.194614584384327,0.51960457569381,0.685123629513973
"YOL008W",31.8721436726611,-0.122957455913797,0.251802504503865,0.519821727115838,0.685123629513973
"YOR122C",629.042485352865,0.10012283896884,0.174472368115658,0.519727592977362,0.685123629513973
"YOR184W",262.738159013448,-0.0887222505253466,0.148427142304065,0.519648533157199,0.685123629513973
"YDR371W",52.5295106559637,0.100885546764481,0.176453078037626,0.519958570869638,0.685149467454828
"YCR083W",53.1061649202773,-0.111566895120257,0.207309195876542,0.520163755730522,0.685265326530471
"YGL198W",82.8619996348744,0.124607194453645,0.260476915869068,0.520375527561902,0.685389809121423
"YER048W-A",62.8144527550601,0.0925967194121397,0.158576944694464,0.520802576308171,0.68579771427331
"YDR226W",798.997442736089,-0.118155969949136,0.23076832086941,0.521487652127999,0.686545131569279
"YJR109C",163.938173477701,0.120006399771572,0.235358693815936,0.521640688727768,0.686591933541684
"YFR023W",2.11949098662349,0.100119397858841,0.358121392286246,0.521941345374732,0.686832970585438
"YLR039C",71.0960513556841,0.0935016471555703,0.160329017543042,0.522107152947044,0.686896488478731
"YDR137W",74.9129736934673,-0.0840202367859854,0.141856163613837,0.522474120160663,0.687224568584046
"YDR141C",128.926007655538,-0.08355950729065,0.141192693349324,0.523282527264059,0.687978197824784
"YHR076W",78.9813859205766,0.0953115584439671,0.165354221750193,0.523271693159662,0.687978197824784
"YMR138W",32.2855346878986,0.111930037130021,0.207812713834713,0.523550726365305,0.688175988501763
"YGR030C",25.7625776325311,0.115195764980376,0.218975879117634,0.523809007047814,0.688360655989976
"YKL048C",33.027013969838,0.104101767533166,0.186823298568439,0.523980962531841,0.688385216555067
"YPR171W",80.9638145928832,0.0804816067328486,0.13447241451665,0.524063283445156,0.688385216555067
"YOL055C",49.4937933593306,0.0963281413773089,0.168442130173535,0.524261447836821,0.688490764305254
"YJL105W",15.3878597833673,0.11981015812585,0.235448807027618,0.524415685469876,0.688538590403494
"YDR388W",518.129908735686,-0.0948256817023707,0.166015750295866,0.524700782275711,0.688758169725798
"YOL137W",47.1271994525208,0.105513781863842,0.190991704716585,0.524921126406998,0.688892670721423
"YKL057C",107.434432729952,-0.101661948629968,0.18209303769041,0.525190644874056,0.689091631936233
"YOR048C",184.881490041291,-0.093241335430682,0.162823814740989,0.525952044814914,0.689935746329597
"YOR297C",27.2973792678104,-0.107086650594859,0.196769543353664,0.526083409044435,0.689953196242297
"YOL091W",5.31370174356929,0.123630182421325,0.307963547701363,0.526234352575164,0.689996310623571
"YNL045W",176.622165070973,-0.0861981102394064,0.148205821026355,0.526397023749121,0.690054779450396
"YAL023C",554.736518027624,-0.0761224964668349,0.128056759093117,0.527006937031948,0.69008033610009
"YDR353W",910.807106991157,-0.0710229463188968,0.118359946068375,0.526825878423775,0.69008033610009
"YGL200C",477.764483250001,0.102416819703605,0.18410071969968,0.526827550700601,0.69008033610009
"YNL147W",79.0410150736633,0.12069405076585,0.245009321334547,0.526536312657684,0.69008033610009
"YPL049C",395.676044452472,0.108907183775012,0.201545220724731,0.526928173380061,0.69008033610009
"YMR282C",46.4984301996734,0.118334721872845,0.233324368541353,0.52749969866384,0.690416178945461
"YPL152W",28.1400423709406,-0.106606533960154,0.198219377414128,0.527482179666446,0.690416178945461
"YEL034C-A",3.22218788945476,-0.116460568643172,0.330967499901632,0.527645680415668,0.690452610019965
"YHR149C",89.0677784421099,-0.110454139948345,0.208759081395932,0.528358614543131,0.691076039254713
"YNR004W",20.4063806493333,0.112558314002188,0.213167025109355,0.528338337205914,0.691076039254713
"YGL109W",3.52117873759977,0.108617175778027,0.344879767796839,0.528999806025955,0.691450428632449
"YHR189W",27.1703457204772,-0.110379696347643,0.210813332880858,0.528874111505592,0.691450428632449
"YLR309C",124.982694891707,0.100393071022374,0.180160768764826,0.528963106509439,0.691450428632449
"YOL117W",32.6200485654353,0.104511472682667,0.190898195483806,0.52927636898191,0.691657222792997
"YNL116W",48.1471870901147,0.0890063865433006,0.154409450054586,0.529446318554301,0.691724633496833
"YCL058C",4.14349527481244,0.109895349576861,0.345202453342232,0.529629884123819,0.691809799467948
"YLL013C",43.0941824758711,-0.110382129245407,0.209867258262242,0.529788943789651,0.691862924582507
"YCR046C",112.400355354152,-0.0875249491312635,0.152964187465469,0.530030720581826,0.69186702797309
"YDR285W",28.1384756859737,-0.119376251922072,0.245890193644486,0.530197113185445,0.69186702797309
"YLR028C",585.512594132911,0.0593568823076994,0.0977372975340962,0.530191382585319,0.69186702797309
"YLR423C",23.5397671039504,0.11099087098078,0.211292837128188,0.530265643102579,0.69186702797309
"YHR130C",6.82660691588905,-0.121595821763501,0.296909605847389,0.530729585626087,0.692317789821172
"YDL184C",661.476328730282,-0.121975668746234,0.285793340434612,0.531539649573782,0.692910486751992
"YER129W",156.28090188105,0.105541566109429,0.194965429225687,0.531395733196399,0.692910486751992
"YNL083W",54.0729464712351,0.0927297200276043,0.163120107706462,0.531485794014563,0.692910486751992
"YML110C",195.791334204978,-0.102361960612954,0.188821541722511,0.531712463315745,0.69298118546325
"YER060W-A",18.4351410747774,-0.115875816312132,0.231050208725013,0.532379527714863,0.693541230487217
"YJR083C",46.7476789629483,0.10069356377011,0.182867499539354,0.532282822434209,0.693541230487217
"YDL125C",392.403109289051,0.102843758153724,0.188983659922478,0.532560469994896,0.693602026863083
"YDR295C",55.0366537661405,-0.0949931180449934,0.17024387338562,0.532683800444677,0.693602026863083
"YNL104C",611.849724818325,0.119778373871561,0.259196230961528,0.532782255063036,0.693602026863083
"YDR066C",17.7370485999797,-0.113538444596,0.224466237555475,0.532986915070093,0.69361914142145
"YJL019W",39.5953972361219,0.0972388041503499,0.174421933780317,0.533032779624184,0.69361914142145
"YPR033C",426.452519524282,-0.068266308560756,0.115369387825891,0.533814996753881,0.694482377789333
"YML091C",129.422805312222,0.0909098722272775,0.161068166344337,0.534180530232446,0.694803253656447
"YML085C",401.793302666342,0.0930867327065947,0.16566866693183,0.534454172559763,0.695004491419505
"YDR115W",48.1871622578929,-0.120559198843576,0.29616421210835,0.535054731152573,0.695475945030168
"YNL202W",8.02378952965459,0.119959302577093,0.305522814006485,0.535048077549296,0.695475945030168
"YPR028W",429.271709109903,-0.118746505224151,0.254513408975017,0.535341471332461,0.695693920050456
"YIL161W",36.0460255448179,0.117100654336539,0.240287241214891,0.536218596344116,0.696678852164298
"YNR035C",290.364905689322,-0.0884945106755421,0.157733341492889,0.536481528379342,0.696865537196904
"YMR305C",648.530393858772,0.0967863004671667,0.176025979119456,0.536855980624689,0.697052613538312
"YNL006W",90.3148609030028,-0.0989231485784247,0.18312301834853,0.536983378875681,0.697052613538312
"YOR202W",149.823843096882,0.1084956819526,0.209103335616078,0.536915583645427,0.697052613538312
"YGL114W",109.89093578281,0.0704489107182241,0.120183697229052,0.537362375340652,0.697389678323511
"YDL047W",157.423499145928,0.0652700583584225,0.110911144676901,0.538575416016224,0.698498608788019
"YDR151C",108.573005942542,0.0819648702799017,0.143243761353224,0.53853355851891,0.698498608788019
"YOR192C",8.56928384226227,-0.120975400892522,0.278342553348632,0.538482340102599,0.698498608788019
"YER018C",121.10736788868,0.0989356447439475,0.183061731292253,0.53889463243149,0.698602535920503
"YGL042C",20.6509368717957,0.118028345184604,0.249649222444283,0.538889885439543,0.698602535920503
"YJR059W",332.908282297531,-0.0978454983475523,0.181936563970212,0.539808951275213,0.699477496951739
"YOR377W",106.84492076329,0.0738544476857079,0.127479785660757,0.539796464759435,0.699477496951739
"YDL156W",23.504932796718,0.106598865733556,0.205663550273986,0.540198023114935,0.699826479069759
"YDR027C",116.777856568294,0.0735927077989838,0.127349160763789,0.541057586856575,0.700784693614767
"YDR286C",23.4920421840075,0.119617355868934,0.277034634503216,0.541657988305979,0.701085404737122
"YIL031W",81.3487852833515,0.108471512686237,0.211621728130594,0.541680778627986,0.701085404737122
"YJL090C",46.5520482640036,0.115589736334702,0.240277716641273,0.541889591580695,0.701085404737122
"YMR230W-A",3.54101339515101,-0.103880371217376,0.345004004983684,0.541861522813861,0.701085404737122
"YOR010C",35.2197537800637,0.111273388282431,0.222326248364218,0.541793153744775,0.701085404737122
"YIR016W",171.286087159842,0.0986576650439691,0.184482008440389,0.542125387364486,0.701235228808778
"YGR269W",3.61474356739595,-0.113138691033287,0.327782745219095,0.543496478184238,0.702708267431979
"YLR369W",72.0059372015468,0.0827445519242347,0.147438737968572,0.543624927628333,0.702708267431979
"YMR232W",6.35441057989672,0.119730896321838,0.29367680390481,0.543615073476356,0.702708267431979
"YER158W-A",4.7484733118338,-0.114488914084176,0.320132196560776,0.544101716910078,0.703169047682993
"YLR312W-A",50.9330274660109,-0.0928954824194423,0.172542720295876,0.545238370639404,0.704482210483456
"YKL044W",9.91402633610568,-0.118487746382167,0.295447926806303,0.545638188797237,0.704842965369375
"YDL217C",59.7414473300327,-0.105038513242389,0.207882070480971,0.546292313354353,0.704871491670245
"YGL173C",450.89886216678,-0.0636644980231864,0.110330262904537,0.546046437757456,0.704871491670245
"YLR279W",5.45728652899678,0.110486166176084,0.328046776522077,0.545901792306191,0.704871491670245
"YNL207W",77.9824522704494,-0.112764179850377,0.236878240146557,0.546383959148906,0.704871491670245
"YNR019W",209.388099378236,-0.101511168105001,0.19663622199784,0.54604458536869,0.704871491670245
"YPL203W",163.692331949957,-0.0983354637579879,0.187942780508717,0.54631897031182,0.704871491670245
"YMR040W",10.7998137043638,0.117533576762643,0.265401317602319,0.546841250258586,0.705305730856583
"YGL121C",12.7184030686446,-0.114987709886499,0.25417832257001,0.547618388787235,0.706152220669153
"YDR350C",86.4401335880083,0.0915262794642771,0.16973004088901,0.54839893921678,0.70700273566796
"YDL088C",119.515478053467,0.0802364913488366,0.144064297547956,0.548881848221796,0.707469237099289
"YBR066C",47.6592854812953,-0.108694183958024,0.223448102903444,0.549856163000994,0.70794435262785
"YMR118C",12.8743951657265,0.11531222778921,0.252000814377772,0.549624102617041,0.70794435262785
"YMR176W",57.8664414247598,-0.0826297216964126,0.150410131669251,0.549572714665661,0.70794435262785
"YMR313C",106.088843210217,0.0749161749553639,0.1332101523388,0.549650005395097,0.70794435262785
"YPL161C",52.400907586653,0.100308412534542,0.19305016716054,0.549812043113692,0.70794435262785
"YHR084W",79.204047325025,-0.110044088173925,0.228235798941766,0.550081935081532,0.708079037140192
"YJL089W",3.12735918881389,-0.105936252756074,0.335127507499541,0.550227828818366,0.708110863601526
"YEL053C",76.7524394500485,-0.0975820351185209,0.187577374755679,0.550610648624,0.708447518837221
"YDR524C-B",4607.24113373708,-0.112658849566178,0.30012993986151,0.551079623243451,0.708894853232385
"YKL018W",51.3525897735912,-0.112017457378017,0.240195053653329,0.551577305631527,0.70937891155604
"YIL016W",118.196958435272,0.105443826987478,0.212083241426511,0.552032209816224,0.709772445114536
"YLR305C",178.326934560461,-0.079717491841075,0.145497872827259,0.552126203882731,0.709772445114536
"YCR003W",46.3982664513288,-0.088156498288912,0.165005864682836,0.552397227750142,0.709964679782676
"YDR531W",103.4433412728,-0.102991002175363,0.204784455602123,0.552719609681402,0.710087331281378
"YGL215W",219.177498434544,0.113656136707328,0.250780471323353,0.552735672484426,0.710087331281378
"YCR107W",28.2467570688057,0.112030441162316,0.240905994635088,0.553101030101189,0.710400531848648
"YHR201C",148.258005091366,-0.0933085833006879,0.178144723388408,0.553280131675308,0.710474420898813
"YGR292W",6.19115414837604,0.114820624251606,0.298628707691446,0.553673958818999,0.710823948888011
"YDR121W",66.3284858632857,-0.100567056718011,0.198607602653211,0.553811238031568,0.710844031420268
"YCR094W",62.3025440159326,0.080574176985189,0.147333365429003,0.553987091652929,0.710913606416275
"YLR102C",37.9881089853921,-0.0939807796030759,0.181947254695186,0.554420445089141,0.711313519451359
"YGR109C",4.42750978934388,0.113860126268638,0.31177566191105,0.55484683379346,0.711704323241656
"YBR151W",245.515904889323,0.109763051773278,0.234059265599437,0.555249883604549,0.71205496898417
"YCR059C",155.208173348921,-0.108665938529104,0.231007879365133,0.555363885802507,0.71205496898417
"YMR188C",55.9799677980821,-0.103858536876364,0.211829252629657,0.555932783908243,0.712628030085495
"YEL007W",190.334348892219,0.107718971511674,0.222796187518907,0.556200297096809,0.712814591279332
"YDR116C",82.7760556657041,-0.0830238979031391,0.154882196160836,0.556432950833986,0.712956405322038
"YEL032W",138.744861742529,-0.070745122126343,0.127874296060116,0.556640914845639,0.713066529232336
"YBR294W",60.5415214157349,0.0997051196527838,0.197223617123198,0.556828630918532,0.713150672603091
"YGL044C",93.8103874774351,0.112132592119383,0.246456564014512,0.55738515336304,0.713446075517953
"YJL188C",190.889130299848,-0.111646283840171,0.306900790636605,0.557250543828267,0.713446075517953
"YLR033W",101.761489875205,-0.0728762406473663,0.132501991499787,0.557425527175731,0.713446075517953
"YDR356W",55.2324342150618,0.0974633508727165,0.190791282259231,0.55810070375301,0.714153823676941
"YBR198C",232.337127417288,0.0802733697695462,0.147010839340389,0.558350650356365,0.714160910633092
"YNL329C",92.6322745717944,-0.0733873895685409,0.134068261431405,0.55827373279526,0.714160910633092
"YDR097C",59.891004860314,0.0821439496511346,0.152432819280463,0.558485197303605,0.714176694319972
"YGL134W",53.794684311674,-0.0838211278133799,0.158004684116267,0.559809061082387,0.715713006555561
"YGR243W",139.274144738843,0.0878677769533614,0.167894494243685,0.560434348912883,0.716355716326966
"YNL176C",199.919299488038,0.10869340840355,0.24319642696197,0.560927077029417,0.716828742217343
"YNL022C",55.4093786330201,-0.103761282763421,0.215394182362199,0.561320083958753,0.717174151870344
"YIL039W",177.927707074175,-0.0721370897511023,0.132927721839202,0.561624868115152,0.717249940835872
"YIL076W",246.89224852884,-0.101220722699908,0.208568191830958,0.561548344664097,0.717249940835872
"YLR127C",53.0154216641078,0.0881877655509953,0.168910759960028,0.561809670160502,0.717329192138513
"YOL081W",194.762185518987,-0.0943805151489791,0.188120797030271,0.563257996361662,0.719021347911217
"YBL089W",54.2575377121048,-0.0883458644953564,0.171969060079629,0.563682320320618,0.71940587026724
"YGL243W",33.9978690905125,-0.0895493241844207,0.174927348076835,0.564016028455788,0.719674600501229
"YDR215C",4.20714111374245,0.104119557593401,0.33178299983362,0.564581601503508,0.720239004406571
"YPR051W",11.7615224311701,-0.11126550281698,0.289865095179936,0.565806539024597,0.721644132269695
"YOR062C",107.074320844408,0.0848909896173643,0.163279263813264,0.566183221839497,0.721966997257259
"YPL142C",7.08052568925474,-0.100097040295092,0.339096141577044,0.566431765833278,0.722126361153944
"YAL039C",302.290935767867,0.0894431628612561,0.17552009473793,0.567063834165183,0.722774492227116
"YBR135W",82.5732905372166,0.0865274396155104,0.167962467850477,0.567580385726937,0.723275136107331
"YBR110W",109.672498190486,0.0739231965771045,0.138571316909009,0.568266335923574,0.723991381542918
"YDL008W",55.9142407281902,-0.095083838302822,0.195108431485514,0.569087671601684,0.724307953327121
"YER076W-A",3.79769869163405,0.104342295821642,0.327536869437472,0.569134517740955,0.724307953327121
"YHR206W",157.881782107401,-0.0970518349124807,0.19986136817556,0.568639064282652,0.724307953327121
"YKR052C",81.734711493214,-0.0729826376029032,0.137666565843428,0.569002847561511,0.724307953327121
"YLR182W",114.384648269726,0.0820596952661719,0.157988943379293,0.568814155004099,0.724307953327121
"YJL102W",39.8030963694753,0.0980087114838753,0.202984184912839,0.569647399783217,0.724696089033559
"YPR119W",40.6024238388241,-0.101625242127175,0.215409519063668,0.569687514206052,0.724696089033559
"YIL004C",43.1009554171315,0.0932472115047514,0.187872462577357,0.569813181911758,0.724698201325857
"YNL272C",109.373136164448,0.0635874378727914,0.117278829022002,0.570006032209138,0.72478573808316
"YMR103C",93.4823196006206,0.10037745442359,0.211243028150902,0.570504989863437,0.725179425864685
"YMR137C",32.1071139903427,0.105364358670922,0.23102939291423,0.570563826168005,0.725179425864685
"YMR299C",38.864040575516,-0.0884088092913017,0.176205101181031,0.570956642092274,0.725520899410144
"YER128W",11.7322546470499,-0.108193016098205,0.251343431042791,0.571209350718913,0.72552650415156
"YGL259W",5.34234336950682,0.108865283970728,0.30823758391978,0.571099335077435,0.72552650415156
"YER027C",152.197727913814,0.0920318526782649,0.185327128221916,0.571353325200105,0.725551680241073
"YBL101C",149.302419553324,-0.0980784240558699,0.206907955788517,0.571824823518446,0.725768453176326
"YHR181W",89.4705982781824,0.077141116239089,0.147656418411971,0.571896599397156,0.725768453176326
"YJR065C",375.188396621739,0.0683245029458481,0.128085915942999,0.571742379659911,0.725768453176326
"YBL014C",40.4794368343961,-0.0885523917464996,0.176829747463875,0.572617069326032,0.726515702319513
"YLR168C",40.435949989181,0.110119422542895,0.266223044293213,0.572734058964065,0.726515702319513
"YIL033C",380.387978728507,0.0719376442289962,0.136416687253746,0.572948940540835,0.726630557404652
"YBR122C",74.6016993343419,-0.0773468321462084,0.150027430241114,0.573455213105856,0.726641861533093
"YCL011C",460.482304225351,0.060790578400733,0.11331255610878,0.57323162037809,0.726641861533093
"YGR137W",33.5680067564588,0.104604669657799,0.233120226750597,0.57322037263524,0.726641861533093
"YLR123C",2.11873836727257,-0.0881447527777852,0.352206125365373,0.573332274430594,0.726641861533093
"YNL210W",5.67163734736193,-0.108498157211578,0.303479864945481,0.573944663545918,0.727104403590363
"YPL277C",11.8790052551178,0.10825194147476,0.256768724577313,0.574177727233038,0.72724201082572
"YBR204C",72.8355323773322,0.0836845289073948,0.165337844380153,0.574589975753415,0.727431571784071
"YGL194C",28.4433807553037,0.100318491040031,0.214359088408396,0.574699773296266,0.727431571784071
"YHR118C",36.5516958593032,0.0849446928231241,0.167580755390358,0.574700815695937,0.727431571784071
"YDR030C",17.0817419441781,-0.105746386192813,0.23909896754364,0.57487266843085,0.727491527568187
"YER133W-A",5.6014894635706,-0.108027697784352,0.295243461049594,0.576032401367928,0.728801332235153
